slope,elevation,rainfall_total,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,soil_moisture,soil_type,geology,vegetation_ndvi,land_use,historical_landslide_density,risk_probability,risk_level,source_type
13.9,563.9,129.9,29.6,63.8,98.3,129.9,0.496,3,2,0.64,2,0.643,0.3144,MEDIUM,DEMO
30.0,408.0,176.0,31.9,77.5,128.6,176.0,0.544,0,3,0.719,2,0.108,0.4173,MEDIUM,DEMO
28.9,2417.8,185.6,13.3,59.8,109.9,185.6,0.66,0,0,0.193,0,0.297,0.4957,MEDIUM,DEMO
27.6,504.0,39.5,11.4,24.3,32.8,39.5,0.392,2,0,0.678,0,0.021,0.1686,LOW,DEMO
33.3,1356.4,171.3,26.8,77.3,112.0,171.3,0.576,2,1,0.536,0,0.532,0.5002,HIGH,DEMO
27.8,760.0,144.1,18.1,45.8,81.2,144.1,0.606,1,3,0.196,0,0.166,0.362,MEDIUM,DEMO
22.6,1175.9,60.2,8.9,19.3,38.5,60.2,0.358,1,0,0.629,3,0.194,0.1839,LOW,DEMO
27.4,351.1,95.1,19.6,42.3,61.9,95.1,0.473,2,1,0.298,0,0.36,0.3151,MEDIUM,DEMO
58.0,2641.1,127.1,17.7,54.9,73.5,127.1,0.562,3,2,0.529,3,0.029,0.5762,HIGH,DEMO
30.8,759.7,110.6,11.8,43.4,81.4,110.6,0.46,3,1,0.334,0,0.421,0.3136,MEDIUM,DEMO
31.8,1681.8,70.4,9.2,33.4,46.0,70.4,0.404,2,1,0.199,0,0.64,0.2571,MEDIUM,DEMO
36.0,488.8,84.8,13.1,30.6,62.7,84.8,0.459,2,1,0.311,0,0.166,0.301,MEDIUM,DEMO
59.3,175.0,102.3,19.9,41.5,56.5,102.3,0.422,2,1,0.453,0,0.637,0.5979,HIGH,DEMO
24.8,1088.0,58.9,7.4,33.5,49.8,58.9,0.319,2,1,0.496,0,0.068,0.1561,LOW,DEMO
39.9,87.0,109.5,7.5,36.5,65.8,109.5,0.52,3,0,0.233,0,0.494,0.3762,MEDIUM,DEMO
41.3,660.4,46.3,8.4,18.7,34.6,46.3,0.351,2,1,0.364,1,0.539,0.3014,MEDIUM,DEMO
37.1,272.8,174.7,27.1,85.9,133.6,174.7,0.549,2,0,0.773,0,0.204,0.5051,HIGH,DEMO
17.0,968.5,140.0,15.0,52.9,84.2,140.0,0.515,1,3,0.812,3,0.068,0.2521,MEDIUM,DEMO
39.7,3575.1,128.8,14.0,54.5,75.1,128.8,0.515,1,0,0.527,1,0.252,0.4805,MEDIUM,DEMO
15.2,641.9,97.9,12.1,39.7,58.3,97.9,0.353,3,0,0.493,3,0.303,0.2403,LOW,DEMO
36.7,1610.9,88.8,16.7,33.9,55.4,88.8,0.451,1,0,0.562,0,0.119,0.3323,MEDIUM,DEMO
42.3,718.0,143.2,30.9,62.6,86.0,143.2,0.536,0,3,0.283,0,0.133,0.4458,MEDIUM,DEMO
23.5,696.4,33.6,4.7,15.9,25.3,33.6,0.395,1,1,0.875,2,0.402,0.1406,LOW,DEMO
47.3,2478.8,42.3,9.9,20.2,28.6,42.3,0.318,3,1,0.686,1,0.1,0.3009,MEDIUM,DEMO
12.0,2066.3,111.1,16.1,55.5,79.1,111.1,0.525,2,3,0.301,3,0.348,0.2611,MEDIUM,DEMO
47.4,1466.8,74.7,14.0,30.6,42.2,74.7,0.387,0,3,0.327,0,0.161,0.3173,MEDIUM,DEMO
32.3,396.2,51.5,5.2,19.6,41.6,51.5,0.353,0,1,0.613,0,0.13,0.1649,LOW,DEMO
23.8,788.7,149.9,25.2,56.3,90.1,149.9,0.542,2,1,0.365,3,0.117,0.4,MEDIUM,DEMO
19.7,308.1,83.3,9.9,32.4,54.8,83.3,0.509,1,3,0.39,2,0.672,0.2172,LOW,DEMO
55.4,608.2,94.9,8.4,32.4,54.2,94.9,0.364,0,0,0.714,2,0.495,0.4816,MEDIUM,DEMO
15.8,675.9,152.2,25.4,52.9,90.0,152.2,0.557,3,1,0.323,0,0.1,0.3528,MEDIUM,DEMO
23.0,1683.5,69.7,9.7,36.6,52.2,69.7,0.381,2,2,0.656,0,0.172,0.148,LOW,DEMO
28.7,2117.3,232.4,47.8,96.1,176.1,232.4,0.68,2,1,0.831,1,0.189,0.5467,HIGH,DEMO
37.6,561.9,35.9,3.7,15.9,27.0,35.9,0.346,3,0,0.214,3,0.43,0.2215,LOW,DEMO
35.0,96.1,149.4,11.1,54.5,106.9,149.4,0.583,1,0,0.23,3,0.207,0.4536,MEDIUM,DEMO
19.3,1861.0,53.8,10.9,23.6,44.9,53.8,0.376,1,2,0.837,0,0.616,0.1403,LOW,DEMO
26.7,252.3,135.1,23.1,61.5,94.9,135.1,0.563,1,0,0.275,0,0.496,0.4188,MEDIUM,DEMO
24.7,955.3,46.8,5.1,15.6,32.1,46.8,0.324,3,3,0.136,0,0.119,0.1231,LOW,DEMO
23.6,102.8,25.5,1.8,8.1,15.9,25.5,0.295,0,0,0.78,2,0.219,0.1218,LOW,DEMO
30.8,539.0,136.2,17.9,48.0,78.9,136.2,0.453,2,1,0.335,2,0.614,0.4553,MEDIUM,DEMO
40.8,3919.3,60.4,6.4,20.0,43.2,60.4,0.461,1,1,0.347,0,0.544,0.2709,MEDIUM,DEMO
23.8,175.5,26.3,2.9,8.3,17.0,26.3,0.29,2,0,0.292,1,0.309,0.1558,LOW,DEMO
29.4,576.0,140.1,27.3,70.3,99.1,140.1,0.495,2,0,0.817,1,0.713,0.469,MEDIUM,DEMO
30.2,410.2,88.4,14.9,38.1,54.1,88.4,0.445,0,0,0.709,1,0.207,0.3226,MEDIUM,DEMO
58.2,2199.3,60.3,13.1,26.8,48.3,60.3,0.417,1,1,0.574,1,0.079,0.4747,MEDIUM,DEMO
55.5,1911.6,98.1,18.3,46.2,83.4,98.1,0.398,0,1,0.464,0,0.341,0.5263,HIGH,DEMO
45.1,324.3,69.3,9.9,32.8,44.8,69.3,0.438,1,1,0.229,1,0.093,0.3679,MEDIUM,DEMO
24.8,156.2,63.8,7.0,23.4,51.2,63.8,0.353,3,0,0.824,2,0.519,0.1997,LOW,DEMO
15.5,967.9,126.3,22.0,64.0,102.5,126.3,0.556,0,0,0.69,0,0.279,0.3133,MEDIUM,DEMO
27.7,449.0,89.1,13.2,47.6,75.6,89.1,0.388,1,1,0.332,3,0.462,0.2891,MEDIUM,DEMO
25.8,1083.5,44.7,6.3,20.0,29.2,44.7,0.37,3,0,0.84,0,0.431,0.1535,LOW,DEMO
33.7,109.4,76.2,19.7,43.5,59.2,76.2,0.394,3,0,0.831,1,0.231,0.3365,MEDIUM,DEMO
44.0,208.9,125.1,19.7,43.1,77.4,125.1,0.426,2,1,0.621,1,0.498,0.5279,HIGH,DEMO
48.3,1123.6,34.9,5.8,15.0,25.7,34.9,0.244,2,1,0.869,0,0.362,0.227,LOW,DEMO
47.5,294.9,158.2,29.4,78.5,120.5,158.2,0.507,1,0,0.262,1,0.051,0.6356,HIGH,DEMO
29.1,1834.1,87.0,16.3,49.8,67.2,87.0,0.461,1,0,0.676,3,0.199,0.3008,MEDIUM,DEMO
40.1,134.3,82.7,14.2,36.3,50.6,82.7,0.306,0,2,0.236,3,0.059,0.2965,MEDIUM,DEMO
27.5,298.4,85.5,19.7,44.7,68.8,85.5,0.425,1,3,0.646,0,0.556,0.2436,LOW,DEMO
14.9,4200.0,199.9,40.3,95.6,135.2,199.9,0.634,1,0,0.819,1,0.291,0.496,MEDIUM,DEMO
40.7,590.8,76.5,4.7,22.4,47.0,76.5,0.308,1,0,0.527,2,0.093,0.2733,MEDIUM,DEMO
9.0,1172.5,60.8,10.2,24.4,43.3,60.8,0.323,0,2,0.7,0,0.057,0.1202,LOW,DEMO
30.7,261.5,70.2,10.7,25.8,56.8,70.2,0.34,0,3,0.229,1,0.444,0.2434,LOW,DEMO
28.1,927.1,136.1,13.2,57.6,114.4,136.1,0.505,0,0,0.601,1,0.589,0.4205,MEDIUM,DEMO
40.4,1245.5,114.0,13.8,56.4,88.3,114.0,0.535,3,2,0.168,1,0.215,0.4204,MEDIUM,DEMO
43.5,419.8,77.3,13.3,30.5,42.6,77.3,0.447,3,1,0.148,0,0.025,0.3436,MEDIUM,DEMO
27.2,1668.9,260.4,36.2,98.4,153.7,260.4,0.716,0,0,0.602,1,0.516,0.6014,HIGH,DEMO
45.7,912.4,108.3,18.0,40.3,62.0,108.3,0.41,0,1,0.555,0,0.334,0.4446,MEDIUM,DEMO
26.8,523.6,40.6,2.9,11.3,23.6,40.6,0.247,3,1,0.37,0,0.297,0.1364,LOW,DEMO
31.9,814.1,14.7,1.3,6.4,9.8,14.7,0.258,0,0,0.51,0,0.508,0.1348,LOW,DEMO
41.8,853.8,115.0,10.9,43.9,74.9,115.0,0.419,3,0,0.64,1,0.602,0.4508,MEDIUM,DEMO
40.3,242.9,63.8,8.1,24.0,37.3,63.8,0.367,1,3,0.61,3,0.392,0.2289,LOW,DEMO
60.0,543.9,24.8,3.9,11.1,20.2,24.8,0.296,1,3,0.176,1,0.002,0.3133,MEDIUM,DEMO
24.1,458.7,71.9,15.1,33.0,52.8,71.9,0.36,2,0,0.635,3,0.444,0.2521,MEDIUM,DEMO
39.1,541.1,119.8,22.6,54.6,94.5,119.8,0.45,0,1,0.621,1,0.262,0.4617,MEDIUM,DEMO
37.2,1368.6,68.4,13.9,27.9,45.3,68.4,0.342,0,0,0.629,2,0.089,0.2984,MEDIUM,DEMO
52.0,672.9,74.8,5.6,24.9,50.4,74.8,0.363,2,1,0.764,2,0.171,0.3478,MEDIUM,DEMO
20.9,2616.8,13.5,1.2,5.0,8.7,13.5,0.347,3,3,0.558,2,0.048,0.0834,LOW,DEMO
42.8,392.9,115.1,9.9,44.1,78.4,115.1,0.49,2,0,0.833,2,0.262,0.4048,MEDIUM,DEMO
35.8,563.6,20.5,3.6,10.1,15.0,20.5,0.315,2,0,0.865,1,0.392,0.1812,LOW,DEMO
26.1,1471.6,51.2,6.6,23.6,35.7,51.2,0.396,3,2,0.691,1,0.128,0.1538,LOW,DEMO
32.7,790.7,92.0,21.6,53.3,73.8,92.0,0.467,0,2,0.393,0,0.241,0.2868,MEDIUM,DEMO
28.3,792.7,44.0,5.5,23.1,36.1,44.0,0.403,1,1,0.229,1,0.36,0.2071,LOW,DEMO
36.1,129.3,50.6,4.4,19.0,35.0,50.6,0.373,0,2,0.743,1,0.382,0.1899,LOW,DEMO
50.2,537.6,89.4,12.9,38.1,55.6,89.4,0.426,0,3,0.231,2,0.244,0.4096,MEDIUM,DEMO
35.8,364.1,94.0,14.7,46.9,78.4,94.0,0.395,2,1,0.231,3,0.212,0.3483,MEDIUM,DEMO
38.0,4200.0,78.8,13.8,30.9,60.7,78.8,0.355,0,0,0.818,0,0.321,0.2921,MEDIUM,DEMO
34.1,411.8,12.3,2.8,6.2,9.1,12.3,0.317,0,1,0.546,2,0.429,0.1562,LOW,DEMO
14.1,2022.6,16.7,1.5,6.3,12.9,16.7,0.276,1,2,0.343,3,0.216,0.085,LOW,DEMO
24.4,1095.0,136.1,17.4,39.2,77.9,136.1,0.435,0,0,0.852,3,0.515,0.3699,MEDIUM,DEMO
33.3,455.2,59.4,8.5,22.9,33.9,59.4,0.256,0,0,0.658,2,0.4,0.2368,LOW,DEMO
27.4,785.8,287.0,40.9,116.5,171.0,287.0,0.89,0,0,0.526,0,0.065,0.568,HIGH,DEMO
22.2,1732.3,89.6,8.4,36.6,53.3,89.6,0.367,3,0,0.37,0,0.044,0.2017,LOW,DEMO
33.7,2013.9,229.7,35.3,83.6,155.3,229.7,0.642,2,2,0.634,0,0.099,0.4742,MEDIUM,DEMO
27.9,237.3,67.7,6.3,28.7,40.4,67.7,0.437,3,0,0.675,3,0.322,0.2079,LOW,DEMO
25.4,453.4,54.4,8.3,29.3,43.9,54.4,0.291,3,2,0.661,2,0.132,0.1479,LOW,DEMO
32.4,447.5,116.0,13.4,58.8,83.9,116.0,0.492,3,0,0.268,1,0.052,0.3961,MEDIUM,DEMO
19.7,118.7,153.0,24.1,67.0,101.1,153.0,0.625,0,3,0.65,3,0.106,0.3307,MEDIUM,DEMO
53.0,900.7,68.0,9.5,24.2,38.8,68.0,0.482,3,1,0.562,0,0.118,0.3653,MEDIUM,DEMO
48.8,1816.8,113.7,18.7,39.9,82.7,113.7,0.439,1,0,0.766,1,0.516,0.5598,HIGH,DEMO
40.9,512.5,20.6,3.4,8.0,12.0,20.6,0.288,0,2,0.595,1,0.602,0.1864,LOW,DEMO
18.1,1292.5,40.6,10.1,20.6,31.3,40.6,0.305,2,1,0.231,0,0.334,0.1532,LOW,DEMO
43.9,969.3,100.2,18.4,43.1,79.2,100.2,0.435,1,1,0.362,1,0.458,0.498,MEDIUM,DEMO
45.5,503.9,59.7,8.3,28.5,42.6,59.7,0.426,0,3,0.685,0,0.555,0.2495,LOW,DEMO
43.6,216.9,91.9,12.2,33.6,54.7,91.9,0.351,0,1,0.682,2,0.163,0.3594,MEDIUM,DEMO
18.6,1192.0,101.2,16.6,49.1,79.5,101.2,0.47,1,2,0.289,1,0.449,0.2894,MEDIUM,DEMO
38.4,1815.2,112.6,15.0,40.5,72.3,112.6,0.449,2,0,0.389,0,0.613,0.4191,MEDIUM,DEMO
46.9,1122.1,134.3,14.9,40.2,82.8,134.3,0.568,1,2,0.132,3,0.088,0.4909,MEDIUM,DEMO
36.1,96.2,136.3,19.9,48.5,94.2,136.3,0.569,2,0,0.372,1,0.158,0.5126,HIGH,DEMO
38.5,299.3,34.3,4.3,19.3,28.3,34.3,0.293,0,3,0.14,2,0.026,0.1713,LOW,DEMO
32.3,144.8,68.9,9.9,23.4,44.0,68.9,0.372,1,0,0.783,0,0.354,0.2244,LOW,DEMO
34.5,840.4,67.4,6.1,25.0,55.4,67.4,0.42,0,0,0.627,0,0.4,0.2253,LOW,DEMO
12.5,1351.3,73.8,6.5,31.3,41.8,73.8,0.436,3,3,0.857,3,0.287,0.1333,LOW,DEMO
38.3,185.5,63.6,6.7,18.8,36.6,63.6,0.244,3,0,0.798,1,0.338,0.2629,MEDIUM,DEMO
16.5,1720.0,77.0,14.2,37.8,58.5,77.0,0.437,1,0,0.579,1,0.223,0.2496,LOW,DEMO
31.5,809.7,49.5,4.6,21.9,30.0,49.5,0.424,3,1,0.502,1,0.341,0.2114,LOW,DEMO
26.8,1134.0,129.0,18.6,52.4,83.2,129.0,0.502,2,3,0.792,0,0.757,0.3173,MEDIUM,DEMO
35.0,3279.0,101.3,14.9,41.3,59.9,101.3,0.486,0,1,0.347,3,0.093,0.3523,MEDIUM,DEMO
19.7,158.7,49.1,5.1,23.7,31.9,49.1,0.405,1,0,0.29,0,0.048,0.1434,LOW,DEMO
40.3,2163.4,78.0,14.5,35.0,49.4,78.0,0.406,2,2,0.432,0,0.556,0.3005,MEDIUM,DEMO
44.9,201.3,216.2,27.1,102.9,166.7,216.2,0.692,1,1,0.16,3,0.391,0.6966,HIGH,DEMO
21.3,529.2,35.7,6.7,15.2,27.2,35.7,0.317,1,3,0.349,0,0.126,0.1068,LOW,DEMO
18.0,1796.1,41.6,6.1,20.7,34.8,41.6,0.325,1,1,0.184,3,0.104,0.1433,LOW,DEMO
20.4,2210.5,132.6,24.5,71.5,101.7,132.6,0.463,1,1,0.16,2,0.153,0.3695,MEDIUM,DEMO
49.4,715.4,188.9,47.3,101.1,143.2,188.9,0.609,0,1,0.539,1,0.095,0.6906,HIGH,DEMO
34.4,891.5,94.3,22.2,50.3,71.5,94.3,0.519,2,1,0.658,0,0.327,0.3394,MEDIUM,DEMO
32.5,1188.4,81.2,18.1,41.6,66.2,81.2,0.356,2,2,0.528,2,0.016,0.2672,MEDIUM,DEMO
18.1,1689.5,30.9,2.9,11.7,19.7,30.9,0.338,2,0,0.174,1,0.118,0.1459,LOW,DEMO
38.7,196.6,56.3,4.2,19.6,36.0,56.3,0.371,2,0,0.42,0,0.211,0.2188,LOW,DEMO
48.8,1575.0,54.2,7.2,18.9,41.9,54.2,0.424,1,0,0.204,3,0.03,0.3343,MEDIUM,DEMO
46.6,670.7,56.7,7.7,23.8,35.0,56.7,0.438,0,1,0.614,2,0.079,0.3004,MEDIUM,DEMO
37.8,619.1,45.2,9.4,19.8,37.2,45.2,0.288,3,0,0.748,3,0.21,0.2265,LOW,DEMO
16.0,576.3,29.3,3.5,11.4,20.8,29.3,0.276,1,0,0.209,1,0.252,0.1448,LOW,DEMO
18.5,720.6,116.7,17.0,52.5,74.7,116.7,0.441,2,3,0.171,0,0.165,0.2486,LOW,DEMO
13.9,2691.2,98.0,12.8,35.7,76.7,98.0,0.408,0,0,0.429,3,0.394,0.2585,MEDIUM,DEMO
25.4,795.1,29.4,6.1,13.8,18.9,29.4,0.285,0,3,0.351,1,0.262,0.137,LOW,DEMO
19.8,2835.3,78.6,8.3,29.7,66.0,78.6,0.413,0,3,0.318,1,0.544,0.2029,LOW,DEMO
25.5,258.9,61.9,18.5,38.3,52.3,61.9,0.322,2,1,0.281,1,0.215,0.2788,MEDIUM,DEMO
30.0,1239.1,202.5,32.2,89.1,151.9,202.5,0.591,2,0,0.361,1,0.019,0.571,HIGH,DEMO
54.4,1585.3,161.8,20.5,45.4,94.5,161.8,0.511,2,0,0.854,0,0.125,0.6176,HIGH,DEMO
37.2,1103.0,201.8,29.6,82.8,126.9,201.8,0.649,3,3,0.772,1,0.076,0.5414,HIGH,DEMO
46.9,920.4,55.7,12.2,28.2,39.2,55.7,0.35,0,3,0.577,2,0.466,0.3048,MEDIUM,DEMO
41.1,828.8,18.4,1.9,8.6,14.8,18.4,0.272,0,3,0.728,3,0.534,0.1467,LOW,DEMO
18.5,1855.5,33.4,5.9,13.3,20.2,33.4,0.27,0,3,0.131,0,0.106,0.1018,LOW,DEMO
42.1,1631.6,56.4,8.7,24.4,32.8,56.4,0.275,1,0,0.205,0,0.255,0.2763,MEDIUM,DEMO
26.1,197.4,65.0,6.5,19.4,37.2,65.0,0.452,3,1,0.342,2,0.105,0.2025,LOW,DEMO
38.3,1779.0,204.5,23.3,100.0,143.6,204.5,0.615,3,2,0.609,2,0.303,0.5598,HIGH,DEMO
28.5,561.1,128.5,23.8,56.4,104.8,128.5,0.624,1,0,0.791,0,0.444,0.3916,MEDIUM,DEMO
62.9,343.4,98.1,7.6,31.9,55.2,98.1,0.471,2,1,0.296,0,0.094,0.4929,MEDIUM,DEMO
25.7,1914.6,163.3,13.8,53.6,100.2,163.3,0.645,3,0,0.226,1,0.171,0.4808,MEDIUM,DEMO
26.3,589.1,109.0,11.5,48.2,82.6,109.0,0.502,2,0,0.764,0,0.043,0.2551,MEDIUM,DEMO
53.3,1566.9,123.8,9.0,44.6,98.8,123.8,0.488,0,0,0.431,2,0.306,0.5409,HIGH,DEMO
11.3,355.1,61.9,10.6,26.5,49.0,61.9,0.335,2,0,0.652,2,0.035,0.1752,LOW,DEMO
40.5,83.5,24.7,3.2,11.3,19.4,24.7,0.247,2,1,0.537,3,0.152,0.1772,LOW,DEMO
41.7,695.7,20.7,1.9,7.8,12.2,20.7,0.344,2,1,0.254,1,0.398,0.2228,LOW,DEMO
47.0,175.1,21.0,2.7,9.0,14.1,21.0,0.302,1,0,0.652,1,0.532,0.2583,MEDIUM,DEMO
57.9,1343.6,115.8,21.4,61.2,97.9,115.8,0.496,1,2,0.44,3,0.47,0.5855,HIGH,DEMO
58.0,370.8,42.8,6.8,19.5,36.3,42.8,0.37,1,3,0.339,3,0.602,0.3555,MEDIUM,DEMO
15.3,607.7,62.2,10.4,33.4,45.5,62.2,0.383,0,0,0.806,0,0.175,0.1563,LOW,DEMO
46.2,162.0,27.3,4.1,11.8,20.9,27.3,0.277,1,0,0.125,0,0.684,0.2628,MEDIUM,DEMO
38.5,384.0,150.4,21.2,64.7,125.7,150.4,0.58,0,0,0.428,3,0.164,0.5249,HIGH,DEMO
38.6,1448.8,76.0,14.3,32.1,52.1,76.0,0.381,1,2,0.348,1,0.426,0.3277,MEDIUM,DEMO
19.4,227.9,89.1,7.4,35.5,52.7,89.1,0.42,0,1,0.161,2,0.212,0.2251,LOW,DEMO
38.7,1017.6,94.9,14.9,32.3,71.3,94.9,0.462,3,1,0.181,3,0.363,0.3958,MEDIUM,DEMO
59.1,2324.7,102.5,12.5,45.8,85.9,102.5,0.437,0,0,0.251,1,0.14,0.6015,HIGH,DEMO
51.8,1105.0,155.3,34.3,82.2,117.9,155.3,0.448,1,0,0.504,1,0.385,0.6677,HIGH,DEMO
31.7,1579.5,118.3,18.1,56.4,93.6,118.3,0.522,0,3,0.335,0,0.23,0.3245,MEDIUM,DEMO
13.0,183.8,37.1,4.1,14.4,25.1,37.1,0.382,0,0,0.757,3,0.372,0.1293,LOW,DEMO
29.2,339.8,41.3,6.7,17.4,23.9,41.3,0.235,2,1,0.302,1,0.067,0.1865,LOW,DEMO
46.5,2104.5,329.0,40.6,94.2,197.6,329.0,0.809,0,0,0.667,0,0.299,0.6912,HIGH,DEMO
40.7,1210.1,138.5,24.9,74.3,117.0,138.5,0.608,2,0,0.28,1,0.097,0.5638,HIGH,DEMO
32.3,998.4,264.2,34.6,101.9,184.4,264.2,0.752,0,1,0.152,0,0.339,0.5904,HIGH,DEMO
14.4,1061.0,65.3,3.7,17.0,36.2,65.3,0.371,1,1,0.321,0,0.317,0.1442,LOW,DEMO
31.3,561.3,188.4,38.7,81.0,157.6,188.4,0.579,2,0,0.757,0,0.205,0.4932,MEDIUM,DEMO
32.6,121.0,104.6,21.2,46.7,73.2,104.6,0.393,3,0,0.183,1,0.305,0.4257,MEDIUM,DEMO
53.1,1461.1,92.8,10.9,34.1,74.3,92.8,0.413,1,2,0.382,1,0.101,0.4308,MEDIUM,DEMO
38.3,1101.9,78.1,15.1,35.0,55.8,78.1,0.444,2,0,0.126,2,0.786,0.4252,MEDIUM,DEMO
27.5,656.2,127.3,16.0,54.5,73.9,127.3,0.486,2,1,0.599,0,0.209,0.3252,MEDIUM,DEMO
34.3,2150.2,107.6,22.8,54.5,79.1,107.6,0.48,1,3,0.836,3,0.456,0.3253,MEDIUM,DEMO
15.3,448.7,67.9,11.3,31.9,57.7,67.9,0.464,3,1,0.412,1,0.226,0.2186,LOW,DEMO
57.6,393.7,50.9,4.7,14.0,28.5,50.9,0.315,2,0,0.558,0,0.295,0.3499,MEDIUM,DEMO
29.2,1935.8,69.3,7.1,32.8,55.6,69.3,0.394,0,2,0.464,1,0.087,0.1936,LOW,DEMO
32.8,1515.0,76.7,13.2,27.0,47.6,76.7,0.443,3,1,0.86,3,0.42,0.273,MEDIUM,DEMO
29.0,731.2,58.3,13.0,28.9,39.0,58.3,0.312,0,3,0.679,1,0.532,0.2139,LOW,DEMO
39.9,206.1,40.2,8.7,19.9,26.6,40.2,0.334,1,2,0.154,3,0.274,0.2194,LOW,DEMO
39.1,297.9,80.2,11.0,37.7,65.7,80.2,0.493,1,1,0.203,0,0.142,0.3087,MEDIUM,DEMO
41.3,1041.0,99.7,9.9,34.6,69.9,99.7,0.418,2,1,0.478,3,0.281,0.3533,MEDIUM,DEMO
25.8,517.6,91.5,16.8,45.3,62.6,91.5,0.473,2,0,0.6,1,0.648,0.3584,MEDIUM,DEMO
27.6,1709.7,33.0,8.2,18.1,26.3,33.0,0.304,0,0,0.341,3,0.05,0.1704,LOW,DEMO
19.2,2775.3,201.1,32.9,68.5,113.6,201.1,0.714,1,1,0.633,3,0.134,0.4805,MEDIUM,DEMO
38.9,1554.2,231.2,20.9,74.5,133.2,231.2,0.597,0,1,0.558,2,0.202,0.6036,HIGH,DEMO
13.0,506.7,114.5,14.2,37.2,63.7,114.5,0.466,0,1,0.451,2,0.056,0.274,MEDIUM,DEMO
36.8,1479.0,129.2,29.4,70.4,97.7,129.2,0.416,2,2,0.563,0,0.446,0.3705,MEDIUM,DEMO
48.9,469.7,89.5,8.6,32.0,63.3,89.5,0.381,2,0,0.817,1,0.183,0.4013,MEDIUM,DEMO
50.3,244.6,96.3,17.5,54.2,78.3,96.3,0.393,1,0,0.305,1,0.438,0.558,HIGH,DEMO
32.0,110.6,19.7,1.6,6.3,13.8,19.7,0.273,0,0,0.721,0,0.168,0.1223,LOW,DEMO
32.3,518.6,72.1,13.2,32.3,44.4,72.1,0.324,1,2,0.129,1,0.1,0.2605,MEDIUM,DEMO
16.2,2184.9,72.8,15.9,34.6,57.6,72.8,0.382,1,0,0.184,3,0.051,0.236,LOW,DEMO
39.5,325.8,226.8,34.7,75.0,144.8,226.8,0.694,2,0,0.842,0,0.165,0.5858,HIGH,DEMO
46.2,288.2,62.9,9.4,23.6,52.2,62.9,0.29,0,0,0.65,1,0.339,0.352,MEDIUM,DEMO
24.9,3230.5,199.1,23.4,76.9,124.5,199.1,0.588,1,1,0.601,0,0.35,0.4737,MEDIUM,DEMO
31.1,102.8,78.0,9.8,24.5,46.8,78.0,0.522,1,1,0.374,3,0.522,0.2851,MEDIUM,DEMO
47.1,1466.7,56.9,11.7,25.4,39.7,56.9,0.372,3,0,0.26,3,0.787,0.4033,MEDIUM,DEMO
49.4,428.9,20.8,2.4,6.3,11.7,20.8,0.198,0,1,0.409,1,0.288,0.2545,MEDIUM,DEMO
24.8,114.4,95.3,8.2,25.5,53.5,95.3,0.357,0,1,0.575,1,0.195,0.2443,LOW,DEMO
35.2,2328.8,44.4,8.9,18.7,31.1,44.4,0.344,3,2,0.602,3,0.169,0.1766,LOW,DEMO
22.7,215.4,23.1,4.0,8.8,14.2,23.1,0.298,1,0,0.249,0,0.415,0.1322,LOW,DEMO
17.8,802.2,114.0,17.2,36.9,63.0,114.0,0.432,2,2,0.459,1,0.192,0.28,MEDIUM,DEMO
51.7,368.3,97.7,17.3,36.7,62.4,97.7,0.541,2,0,0.551,0,0.512,0.5266,HIGH,DEMO
46.1,140.7,103.2,14.3,44.9,71.6,103.2,0.573,1,2,0.85,3,0.321,0.3917,MEDIUM,DEMO
43.2,126.1,77.6,14.4,31.5,51.8,77.6,0.381,0,1,0.538,0,0.247,0.3332,MEDIUM,DEMO
13.9,190.5,47.6,5.1,13.8,28.1,47.6,0.382,1,1,0.561,1,0.041,0.1443,LOW,DEMO
47.4,146.6,36.2,2.8,13.4,26.2,36.2,0.363,2,0,0.702,1,0.255,0.2695,MEDIUM,DEMO
31.6,1366.5,184.1,27.0,69.2,140.5,184.1,0.645,2,2,0.438,3,0.297,0.4928,MEDIUM,DEMO
28.6,678.2,120.0,20.3,59.4,90.3,120.0,0.441,2,0,0.412,3,0.128,0.3729,MEDIUM,DEMO
35.0,457.9,139.7,16.0,56.8,93.3,139.7,0.606,1,3,0.569,0,0.419,0.3807,MEDIUM,DEMO
17.2,567.7,69.9,11.7,23.9,41.3,69.9,0.376,1,2,0.715,2,0.251,0.165,LOW,DEMO
43.0,2459.9,43.4,4.5,20.9,30.4,43.4,0.352,1,2,0.605,1,0.385,0.2247,LOW,DEMO
36.2,2254.7,40.0,8.7,17.9,32.7,40.0,0.324,3,2,0.261,0,0.071,0.1693,LOW,DEMO
22.4,1211.9,81.3,8.6,34.8,56.1,81.3,0.394,3,0,0.422,1,0.235,0.2431,LOW,DEMO
22.5,2024.1,44.7,4.0,12.9,27.2,44.7,0.347,1,3,0.51,3,0.42,0.123,LOW,DEMO
22.3,426.6,18.0,2.3,7.0,10.4,18.0,0.224,1,3,0.518,1,0.234,0.1,LOW,DEMO
14.6,511.8,110.4,25.4,60.6,92.0,110.4,0.357,2,1,0.378,0,0.155,0.2619,MEDIUM,DEMO
36.4,936.1,139.7,19.7,74.6,107.9,139.7,0.499,1,2,0.517,2,0.23,0.4219,MEDIUM,DEMO
47.2,959.5,52.7,12.0,24.3,33.9,52.7,0.304,1,2,0.631,3,0.101,0.2679,MEDIUM,DEMO
